,Unnamed: 0,id,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo,HateSpeech,rotulagem-manual,rotulagem
71,155,155,2018-10-07 23:30:55+00:00,1049079653539954694,"@milenereis Ai bicha q mania de perseguição, deixa de ser louca e aceita",vinilasserre,pt,bicha,dono da budega @lojapraque e noivei no palco de Miley no Lollapalooza,dono da budega @lojapraque e noivei no palco de Miley no Lollapalooza,521,47074,,,0,"Ai bicha q mania de perseguição, deixa de ser louca e aceita",yes,,r
72,156,156,2018-10-07 23:30:34+00:00,1049079566818574336,@arthur_frasson tá me curtindo pq merda estou falando que você é feio se enxerga bicha!,janetvato,pt,bicha,in love with janet...,in love with janet...,70,222,,,1,tá me curtindo pq merda estou falando que você é feio se enxerga bicha!,yes,,r
73,157,157,2018-10-07 23:27:25+00:00,1049078776171307009,"Meu único pensamento sobre bichas que apoiam fascismo: 
Ser bicha não é só dar o cu
É também poder resistir- @linndaquebrada",Cleverton_LM,pt,bicha,Sou inútil como tudo que importa.,Sou inútil como tudo que importa.,3561,105458,,,1,Meu único pensamento sobre bichas que apoiam fascismo: Ser bicha não é só dar o cu É também poder resistir-,yes,,r
74,158,158,2018-10-07 23:27:14+00:00,1049078730168123392,não to aguentando viado falando que vai votar nulo bicha você quer virar estatística?,brunuit,pt,bicha,i love her lack of energy go girl give us nothing,i love her lack of energy go girl give us nothing,194,24276,,,1,não to aguentando viado falando que vai votar nulo bicha você quer virar estatística?,yes,,r
75,159,159,2018-10-07 23:26:38+00:00,1049078576379830272,"@paranoicomesmo Mas aí tem como a bicha mentir, como mentem muitas coisas, incluindo o ""status de HIV"" :(",kamaroo,pt,bicha,"(Ele, delu) — De neutro, só pronome e detergente! 
ㅤ
Queer, gamer, coolhunter e social media na @bdsgg_ dentre outros. 
ㅤ
⭐ SW-4557-7400-0133","(Ele, delu) — De neutro, só pronome e detergente! 
ㅤ
Queer, gamer, coolhunter e social media na @bdsgg_ dentre outros. 
ㅤ
⭐ SW-4557-7400-0133",444,53726,,,0,"Mas aí tem como a bicha mentir, como mentem muitas coisas, incluindo o ""status de HIV"" :(",yes,,r
76,162,162,2018-10-07 23:24:59+00:00,1049078162288771079,@eaigprado @alexdiz_ a bicha é má,everholland,pt,bicha,,,673,82858,,,1,a bicha é má,yes,,r
77,165,165,2018-10-07 23:21:18+00:00,1049077234743619585,"Bicha, do jeito que eu tô com sangue nos olhos, se eu visse um minion agora na minha frente eu ia dar uma voadora quem nem a Chun-Li https://t.co/mUzrYD5sYM",itscharlixc,pt,bicha,"surtos, humor & piadas","surtos, humor & piadas",833,20028,,,0,"Bicha, do jeito que eu tô com sangue nos olhos, se eu visse um minion agora na minha frente eu ia dar uma voadora quem nem a Chun-Li",yes,,r
78,166,166,2018-10-07 23:21:09+00:00,1049077196701257728,"eh mulher, apoia o bozo e acha que tem o direito de chamar outra mulher de burra??? pita q pariu bicha retardada da porra https://t.co/lzvArLL0MF",artuviniciuss,pt,bicha,,,958,103416,,https://twitter.com/MicaLiima_/status/1049069728206127105,1,"eh mulher, apoia o bozo e acha que tem o direito de chamar outra mulher de burra??? pita q pariu bicha retardada da porra",yes,,r
79,167,167,2018-10-07 23:20:59+00:00,1049077156041674752,@gabexns Skjdksksj bicha n sei o que está pior nessa merda,gustavolordess,pt,bicha,,,370,2873,,,1,Skjdksksj bicha n sei o que está pior nessa merda,yes,,r
80,171,171,2018-10-07 23:19:55+00:00,1049076886704467968,SE FUDEU BICHA ESCARRADORA https://t.co/rXagg1um0d #JeanWyllys,PatinhuLoL,pt,bicha,"Bolsonarista, Trumpista, Direitista, Terraplanista, Negacionista, Antiesquerdista, Red Pilled 💊
Gado Pato Robô 🐮🦆🤖
E aí LoL ? 🙂","Bolsonarista, Trumpista, Direitista, Terraplanista, Negacionista, Antiesquerdista, Red Pilled 💊
Gado Pato Robô 🐮🦆🤖
E aí LoL ? 🙂",99,40872,,,1,SE FUDEU BICHA ESCARRADORA #JeanWyllys,yes,,r
81,174,174,2018-10-07 23:18:51+00:00,1049076618248052738,"@aidentoviado ei, bicha, chama no wpp",fimdesemestre,pt,bicha,"tenho 25 anos de sonho, de sangue e de TDAH | laudo médico: kanalense fazendo TCC | ela/she/ella","tenho 25 anos de sonho, de sangue e de TDAH | laudo médico: kanalense fazendo TCC | ela/she/ella",337,38936,,,1,"ei, bicha, chama no wpp",yes,,r
82,176,176,2018-10-07 23:18:04+00:00,1049076420939530240,@kasayanee @leogrebates ai bicha eu to tao decepcionada porem nao surpresa,sensuallybrooke,pt,bicha,the conjuring (2016) by james wan.,the conjuring (2016) by james wan.,4507,5909,,,0,ai bicha eu to tao decepcionada porem nao surpresa,yes,,r
83,178,178,2018-10-07 23:17:47+00:00,1049076351519608833,@attguilherme Ai bicha sossega teu cu kkkkk,cassioland,pt,bicha,"“Avenida Feminilidades” disponível! 🏳️is.gd/Ct6cTlMmma Psicólogo, Mestre em Psicologia 📚e Esp. Sexualidade, Gênero e DH 🌈   Manauara em Recife!","“Avenida Feminilidades” disponível! 🏳️https://t.co/d77Sgz81w2 Psicólogo, Mestre em Psicologia 📚e Esp. Sexualidade, Gênero e DH 🌈   Manauara em Recife!",1008,50797,,,1,Ai bicha sossega teu cu kkkkk,yes,,r
84,179,179,2018-10-07 23:17:44+00:00,1049076336579497985,"Garota bonita não briga, nem afronta.. ela incomoda só de estar respirando! Pq bicha bonita, é bicha odiada 😝😋😘 https://t.co/vKLggfg4Us",Nayaras75911945,pt,bicha,Foco força e fé 🙏 vascaína dessa👏,Foco força e fé 🙏 vascaína dessa👏,109,692,,,1,"Garota bonita não briga, nem afronta.. ela incomoda só de estar respirando! Pq bicha bonita, é bicha odiada 😝😋😘",yes,,r
85,180,180,2018-10-07 23:17:37+00:00,1049076306489626624,"@ThiagoO92647846 Bicha, ratinho jr é pró Bolsonaro krl",fireflocky,pt,bicha,COMPRE MEU LIVRO AQUI: amazon.com.br/dp/B084DYRZDC,COMPRE MEU LIVRO AQUI: https://t.co/NaiBj6pHcB,549,18340,,,1,"Bicha, ratinho jr é pró Bolsonaro krl",yes,,r
86,184,184,2018-10-07 23:15:29+00:00,1049075770956685312,@alexmozart_ eu dou na tua cara bicha,vandomoraes,pt,bicha,muitas pessoas me chamam mesmo de britney,muitas pessoas me chamam mesmo de britney,975,136565,,,1,eu dou na tua cara bicha,yes,,r
87,185,185,2018-10-07 23:15:24+00:00,1049075751239278602,"@CaldeiraoReal Bicha, chama a Mirella pra nóis.",_miguellllllll,pt,bicha,"Eu não mexo aqui, quem escreve é o meu assessor.","Eu não mexo aqui, quem escreve é o meu assessor.",252,8790,,,0,"Bicha, chama a Mirella pra nóis.",yes,,r
88,186,186,2018-10-07 23:15:01+00:00,1049075654287876096,@CaldeiraoReal Ai bicha me da um consolo pra viver,katyperrypIay,pt,bicha,,,419,22738,,,1,Ai bicha me da um consolo pra viver,yes,,r
89,188,188,2018-10-07 23:14:02+00:00,1049075405611827200,"ESSE MARKETEIRO DO PT, ESSE FILHA DA PUTA DESSE ENGOMADO COM AQUELA BICHA DAQUELE PRESIDENTE LULA QUE TEM UMA ESTRELA NA MESA",cres_rap,pt,bicha,Palmeiras/Rap,Palmeiras/Rap,1369,144277,,,1,"ESSE MARKETEIRO DO PT, ESSE FILHA DA PUTA DESSE ENGOMADO COM AQUELA BICHA DAQUELE PRESIDENTE LULA QUE TEM UMA ESTRELA NA MESA",yes,,r
90,189,189,2018-10-07 23:12:21+00:00,1049074982138077185,@jhxwtn713 vem pra minha casa bicha,naritapaulson,pt,bicha,"{gaga, ahs, kali uchis, halsey, harry styles} // ele/dele // fc 🤍","{gaga, ahs, kali uchis, halsey, harry styles} // ele/dele // fc 🤍",2119,37556,,,1,vem pra minha casa bicha,yes,,r
91,193,193,2018-10-07 23:10:19+00:00,1049074472131731457,@apodrecendo Vai se fuder bicha do caralhooo,HackMadeIn5680,pt,bicha,"#temer2022

#bolsodoria2026","#temer2022

#bolsodoria2026",81,836,,,1,Vai se fuder bicha do caralhooo,yes,,r
92,196,196,2018-10-07 23:07:55+00:00,1049073866767835136,Kkkkkkkkkkkkkkkkkkk essa bicha só fala merda,flaolitilho,pt,bicha,just love.,just love.,802,30325,,,1,Kkkkkkkkkkkkkkkkkkk essa bicha só fala merda,yes,,r
93,199,199,2018-10-07 23:07:25+00:00,1049073740703846401,@tassiamelo_ Bicha burra seu amigo,luizafys,pt,bicha,,,465,21094,,,1,Bicha burra seu amigo,yes,,r
94,201,201,2018-10-07 23:04:08+00:00,1049072914249728001,Bicha retardada do carai,_dudafreiitass,pt,bicha,,,623,14410,,,1,Bicha retardada do carai,yes,,r
95,202,202,2018-10-07 23:04:02+00:00,1049072890442895361,"@godiswomwn Pop é coisa de bicha, eu ouve fank porra https://t.co/HCYEX7z7ah",techuugo,pt,bicha,please don't try to find me through my dealer,please don't try to find me through my dealer,1022,10545,,,1,"Pop é coisa de bicha, eu ouve fank porra",yes,,r
96,206,206,2018-10-07 22:59:37+00:00,1049071780667842560,Bicha reage não se entrega. Agora é #HaddadPresidente,davi4president,pt,bicha,"sempre ela, a katycat barulhenta, depressiva pop, sem grammy, vivendo no limbo dos charts","sempre ela, a katycat barulhenta, depressiva pop, sem grammy, vivendo no limbo dos charts",878,37299,,,0,Bicha reage não se entrega. Agora é #HaddadPresidente,yes,,r
97,207,207,2018-10-07 22:59:33+00:00,1049071763827646464,"@hajimeyukisan @celsodossi Seu fascismo disfarçado de antipetismo é nojento! 
Bicha burra nasce hetero mas sempre tem uns casos especiais",cansadissimx3,pt,bicha,"Ex viciado em Neosaldina -
Engenheiro Ambiental nas horas vagas","Ex viciado em Neosaldina -
Engenheiro Ambiental nas horas vagas",280,21792,,,1,Seu fascismo disfarçado de antipetismo é nojento! Bicha burra nasce hetero mas sempre tem uns casos especiais,yes,,r
98,210,210,2018-10-07 22:59:07+00:00,1049071653139963904,cadeia ao reto bicha https://t.co/wZy6WXjXk6,marivicentin,pt,bicha,esse corpin seu guenta essa ainda vai lá  | ESFJ,esse corpin seu guenta essa ainda vai lá  | ESFJ,674,39005,,https://twitter.com/JornalOGlobo/status/1049070621194440704,1,cadeia ao reto bicha,yes,,r
99,211,211,2018-10-07 22:57:55+00:00,1049071349027819520,"@d_c67 EXACTO, DÁ-ME UMA RAIVA QUE A BICHA É VIADA E VOTA NO COISO
PQP",AndrewIsShook_,pt,bicha,@ModoGlitch Co-Founder | dank memes & broken dreams | any pronouns,@ModoGlitch Co-Founder | dank memes & broken dreams | any pronouns,553,24686,,,1,"EXACTO, DÁ-ME UMA RAIVA QUE A BICHA É VIADA E VOTA NO COISO PQP",yes,,r
100,213,213,2018-10-07 22:55:25+00:00,1049070721266278400,@supremestequila nem me fala bicha já chorei e surtei tanto que só deus na causa,mstarIord,pt,bicha,⠀⠀ ⠀ ⠀⠀ ⠀─ atomic.,⠀⠀ ⠀ ⠀⠀ ⠀─ atomic.,3877,70019,,,0,nem me fala bicha já chorei e surtei tanto que só deus na causa,yes,,r
101,214,214,2018-10-07 22:54:15+00:00,1049070428252196864,"Bora pro nordeste bicha  😂😂😂😂😂😂😂😂😂😂😂😂😂
2 turno não vai ter geito kkkkkk https://t.co/oVIiW9i6ZO",efpacpv,pt,bicha,,,182,15241,,,1,Bora pro nordeste bicha 😂😂😂😂😂😂😂😂😂😂😂😂😂 2 turno não vai ter geito kkkkkk,yes,,r
102,216,216,2018-10-07 22:53:12+00:00,1049070164434722816,"@powguber_ @Milenadias_1 Quetinhas? Bicha, eu já vou assaltar um quartel pra pegar carro e ir pra Brasília. Só esperar a posse pra dar um tiro :)",kishhshipper,pt,bicha,morta,morta,36,10928,,,0,"Quetinhas? Bicha, eu já vou assaltar um quartel pra pegar carro e ir pra Brasília. Só esperar a posse pra dar um tiro :)",yes,,r
103,218,218,2018-10-07 22:51:22+00:00,1049069702063017984,@LeonamBonato Vamo fingir né bicha,Ayran_,pt,bicha,Quente e nem um pouco calculista.,Quente e nem um pouco calculista.,1583,103294,,,1,Vamo fingir né bicha,yes,,r
104,220,220,2018-10-07 22:49:10+00:00,1049069148209205249,"#Repost leiturasdananny (get_repost)
・・・
DESTINOS TRAÇADOS // @uiarabarzzotto // Pág. 225. 🎀Resenha

Sabe quando uma personagem faz um monte de besteira e vc grita com ela: “Bicha, para… https://t.co/vidJsf0D8M",Uiarabarzzotto,pt,bicha,"♏Escorpiana, leitora e dorameira viciada 💻 Autora de romances 📖 bit.ly/UiaraBarzzotto…","♏Escorpiana, leitora e dorameira viciada 💻 Autora de romances 📖 https://t.co/ehA91lqdNc",602,2146,,,0,"#Repost leiturasdananny (get_repost) ・・・ DESTINOS TRAÇADOS // // Pág. 225. 🎀Resenha Sabe quando uma personagem faz um monte de besteira e vc grita com ela: “Bicha, para…",yes,,r
105,222,222,2018-10-07 22:47:38+00:00,1049068762731876353,@bchartsnet Bicha sua loca estou indo pro nordeste fresco viaaaaaaaadoooooo😂😂😂😂😂😂😂 https://t.co/lzpKrLkaIV,efpacpv,pt,bicha,,,182,15241,,,0,Bicha sua loca estou indo pro nordeste fresco viaaaaaaaadoooooo😂😂😂😂😂😂😂,yes,,r
106,226,226,2018-10-07 22:46:42+00:00,1049068527989260289,@giulialiman lástima é vc bicha burra,mac_leh,pt,bicha,passa la vision my friend,passa la vision my friend,591,9745,,,1,lástima é vc bicha burra,yes,,r
107,228,228,2018-10-07 22:44:57+00:00,1049068088216485888,@conexaopolitica Nem fez a unha hein! Bicha imunda 😂😂😂,LG1806,pt,bicha,Só quero ler os comentários 😂😂😂,Só quero ler os comentários 😂😂😂,1945,17086,,,1,Nem fez a unha hein! Bicha imunda 😂😂😂,yes,,r
108,229,229,2018-10-07 22:43:33+00:00,1049067736733761536,"@Jolea_GM @RebecaEsperanca @caiohespporte @CaboDaciolo @carolinabassan Bicha, até engravidei",N_Simionato,pt,bicha,queria estar morta,queria estar morta,83,246,,,0,"Bicha, até engravidei",yes,,r
109,232,232,2018-10-07 22:43:13+00:00,1049067649395843078,@_f1alemoa A bicha é loca 😂😂😂😂,pikadabase,pt,bicha,@gremio,@gremio,441,7532,,,1,A bicha é loca 😂😂😂😂,yes,,r
110,234,234,2018-10-07 22:42:09+00:00,1049067382445096960,"@HermesHjw Ss, só q minha mãe n deixa tlgd, agr a bicha q tá pilhando ele",wes_rds,pt,bicha,,,357,9416,,,0,"Ss, só q minha mãe n deixa tlgd, agr a bicha q tá pilhando ele",yes,,r
111,236,236,2018-10-07 22:40:48+00:00,1049067045130829827,este deu p bicha ofendida ai meu,mariana_lvp,pt,bicha,,,216,27758,,,1,este deu p bicha ofendida ai meu,yes,,r
112,241,241,2018-10-07 22:38:04+00:00,1049066353531994117,@jessicambrosio Será que a gente vai se ver antes disso bicha?,takemebluebird,pt,bicha,"Monis, Sonserina sim, humor ácido, fã de umas coisas aí, viciada em livros e tatuagens, geminiana fake.","Monis, Sonserina sim, humor ácido, fã de umas coisas aí, viciada em livros e tatuagens, geminiana fake.",370,41275,,,0,Será que a gente vai se ver antes disso bicha?,yes,,r
113,244,244,2018-10-07 22:36:42+00:00,1049066013306839040,@g_zuqui Tá bêbada né bicha kkkkkkkkkkk,mt_chiconeli,pt,bicha,"Tweets baseados em desgraças reais                      
     
Farmacêutico - UFES 🎓","Tweets baseados em desgraças reais                      
     
Farmacêutico - UFES 🎓",532,48621,,,1,Tá bêbada né bicha kkkkkkkkkkk,yes,,r
114,247,247,2018-10-07 22:31:48+00:00,1049064780001169408,"A beleza da Cate Blanchett é uma coisa louca né... bicha linda demais, que isso!",jananilson,pt,bicha,,,268,20878,,,1,"A beleza da Cate Blanchett é uma coisa louca né... bicha linda demais, que isso!",yes,,r
115,249,249,2018-10-07 22:31:15+00:00,1049064641492656128,Segunda vou perturbar a bicha do Bruno kkkkkk,_0Gabii,pt,bicha,insta: g_eduarda31 / @Salgueiroficial 🥁,insta: g_eduarda31 / @Salgueiroficial 🥁,730,22779,,,0,Segunda vou perturbar a bicha do Bruno kkkkkk,yes,,r
116,252,252,2018-10-07 22:29:05+00:00,1049064095784296448,@felippehenklein amiga pega a ak47 e me protege bicha,xsadjuanx,pt,bicha,praaAAAYING,praaAAAYING,254,8904,,,1,amiga pega a ak47 e me protege bicha,yes,,r
117,253,253,2018-10-07 22:24:54+00:00,1049063043584483328,@Astolfinhocorot Nossa bicha louca respeita o adversário seu trouxa e chupa 💅🏽🦄💃,rogeriobeckerdj,pt,bicha,Dj & Produtor Musical torcedor da SEP. Tocar nos Corações e mentes da Pessoas espalhar uma linda mensagem através da Música.,Dj & Produtor Musical torcedor da SEP. Tocar nos Corações e mentes da Pessoas espalhar uma linda mensagem através da Música.,3264,5997,,,1,Nossa bicha louca respeita o adversário seu trouxa e chupa 💅🏽🦄💃,yes,,r
118,255,255,2018-10-07 22:24:18+00:00,1049062892379754496,"@caradesanta hahahaha bicha, melhore",mordomoeugenio,pt,bicha,Mordomo e bicha velha.,Mordomo e bicha velha.,995,191475,,,0,"hahahaha bicha, melhore",yes,,r
119,257,257,2018-10-07 22:22:30+00:00,1049062439281709057,@DaniloGentili Kkk top ver as bicha brava !!!!!,SilonTeixeira,pt,bicha,Não sou parasita !!!!!!,Não sou parasita !!!!!!,81,3361,,,1,Kkk top ver as bicha brava !!!!!,yes,,r
120,261,261,2018-10-07 22:17:58+00:00,1049061295125909504,Caralho vei essa bicha kamikat é a maior biscoiteira que ja conheci vai tomar no cu meu anjo,Badgaymarcim,pt,bicha,,,522,10054,,,1,Caralho vei essa bicha kamikat é a maior biscoiteira que ja conheci vai tomar no cu meu anjo,yes,,r
121,265,265,2018-10-07 22:16:01+00:00,1049060807215144960,Caralho bicha só sofre,odiariodecarlos,pt,bicha,sempre é sem querer querendo.,sempre é sem querer querendo.,344,78834,,,1,Caralho bicha só sofre,yes,,r
122,270,270,2018-10-07 22:13:46+00:00,1049060240099033088,Sangue de Jesus tem poder salva as bicha meu deusssss,odiariodecarlos,pt,bicha,sempre é sem querer querendo.,sempre é sem querer querendo.,344,78834,,,0,Sangue de Jesus tem poder salva as bicha meu deusssss,yes,,r
123,273,273,2018-10-07 22:12:43+00:00,1049059975287504896,Reto Bicha não ganhou né?,strogonf,pt,bicha,Carlos Stunpff • Campeão da 25ª Taça Circuito Internacional de Truco Aquático • 23yo • UFPR - Eng. Elétrica⚡• meus rabisco @bubble_stew,Carlos Stunpff • Campeão da 25ª Taça Circuito Internacional de Truco Aquático • 23yo • UFPR - Eng. Elétrica⚡• meus rabisco @bubble_stew,384,20685,,,1,Reto Bicha não ganhou né?,yes,,r
124,274,274,2018-10-07 22:11:33+00:00,1049059681929519110,michelle veio me chamar pra comentar eleiçao já tava com o cu na mao mas a bicha foi de marina amém,moniqurrr,pt,bicha,@narsspovith 🤍,@narsspovith 🤍,181,14311,,,1,michelle veio me chamar pra comentar eleiçao já tava com o cu na mao mas a bicha foi de marina amém,yes,,r
125,275,275,2018-10-07 22:11:27+00:00,1049059655576690688,"[07/10/2018 6:38:20 PM] Nathy: Gnt
 [07/10/2018 6:38:29 PM] Nathy: Vamo fazer uma vaquinha e ir p Europa
 [07/10/2018 6:38:33 PM] Nathy: Tenho 2 reais
 [07/10/2018 6:39:14 PM] Cenourinha 🥕❤️: tenho 6,50
 [07/10/2018 6:39:54 PM] Bicha Safada: Tenho uma linha de costura",nanatsants,pt,bicha,🦋,🦋,404,52480,,,0,"[07/10/2018 6:38:20 PM] Nathy: Gnt [07/10/2018 6:38:29 PM] Nathy: Vamo fazer uma vaquinha e ir p Europa [07/10/2018 6:38:33 PM] Nathy: Tenho 2 reais [07/10/2018 6:39:14 PM] Cenourinha 🥕❤️: tenho 6,50 [07/10/2018 6:39:54 PM] Bicha Safada: Tenho uma linha de costura",yes,,r
126,276,276,2018-10-07 22:08:56+00:00,1049059025818673154,@kaiquesrr ai bicha ela teve 500k ...,geegeegio,pt,bicha,,,651,18642,,,1,ai bicha ela teve 500k ...,yes,,r
127,278,278,2018-10-07 22:06:56+00:00,1049058519779950592,Bicha vai ser tipo a AHS,guhaine,pt,bicha,beba água. 🚰,beba água. 🚰,355,16930,,,1,Bicha vai ser tipo a AHS,yes,,r
128,280,280,2018-10-07 22:04:08+00:00,1049057815787200512,"@SheisheiM Sai daí cu seco, bicha burra nasce hetero e eu não sou né kkkkkkkk",JuAcimo,pt,bicha,"leão asc touro. @porrxquel 


Deus 💖","leão asc touro. @porrxquel 


Deus 💖",582,54716,,,1,"Sai daí cu seco, bicha burra nasce hetero e eu não sou né kkkkkkkk",yes,,r
129,283,283,2018-10-07 22:00:12+00:00,1049056824534753281,@itlovatoahs BICHA VC TÁ ME FAZENDO CHORAR,Ale_apferreira,pt,bicha,"Qualquer pronome

Fan Account","Qualquer pronome

Fan Account",563,57731,,,1,BICHA VC TÁ ME FAZENDO CHORAR,yes,,r
130,288,288,2018-10-07 21:59:07+00:00,1049056552995512320,to tremendo ai bicha besta,ehotimao,pt,bicha,to tentando engolir essa porra calada mas n tem jeito vou ter q engolir com farinha,to tentando engolir essa porra calada mas n tem jeito vou ter q engolir com farinha,933,98401,,,0,to tremendo ai bicha besta,yes,,r
